sample,sIRM,sIRMperkg,Hcr,CisowskiR,MDFofIRM,MAFofIRM,MDFofARM,ARMtoIRMat100uT,ARMsusceptibility,ARMsusceptibilityToIRM,susceptibility,IRM30toIRM100,IRM100toIRM300,DPofIRMAcq,DPofIRMAF,SkewnessofIRMAcq,SkewnessofIRMAF
"TPB17.0.cor · Run 3 (4/13/2026)",0.00002404399268789002,,208.9865045148251,0.75,208.9865045148251,460.0973751786968,38.04461374250034,0.06327234442976619,4.124188399370279e-9,0.000795103729743826,,0.2443490284046851,0.6045100459218156,,0.49722888634240536,,-0.9835409629154472
